No,Message,Emotion,Feeling,,
5568," #38:  Hailey💕 ed ""  Taylor__Platt24: We were bored https://t.co/8EYbS4bfm7""",bore,sad,  Taylor__Platt24: We were bored https://t.co/8EYbS4bfm7,bore
5569," #39:  Melody Grace ed "" D1VENTURA Jesus! What did you eat! It's 12:15pm here and I'm doing ok. Going to go out in a bit I'm bored lol""",bore,sad, D1VENTURA Jesus! What did you eat! It's 12:15pm here and I'm doing ok. Going to go out in a bit I'm bored lol,bore
5570," #40:  珀 ed "" ahiru_0112_ どれがお好みでしょ？？？""",bore,sad, ahiru_0112_ どれがお好みでしょ？？？,bore
5571," #41:  brentandrewbrusola ed ""  MisterHugotero: Never assume that someone likes you by their sweetness Sometimes youre just an option when theyre bored.""",bore,sad,  MisterHugotero: Never assume that someone likes you by their sweetness Sometimes youre just an option when theyre bored.,bore
5572," #42:  Georgia lischke ed ""  SamUOENO: On my way to annoy my mum when I’m bored https://t.co/7Si6FlG7xk""",bore,sad,  SamUOENO: On my way to annoy my mum when I’m bored https://t.co/7Si6FlG7xk,bore
5573," #43:  Mama Amogelang 😍❤😙 ed ""Been here for few minutes and I am so bored already 🙄""",bore,sad,Been here for few minutes and I am so bored already 🙄,bore
5574," #44:  9series - HR ed ""Getting bored of working on Saturday? Here we are calling out #iOSDevelopers to Join the 5day working company #9spl   #Ahmedabad.Send your resume to career 9spl.com or give a quick call on +91 79 4892 3499.#jobopeningforiOSdevelopers #careerforiosdevelopers https://t.co/NTJyeAVG""",bore,sad,Getting bored of working on Saturday? Here we are calling out #iOSDevelopers to Join the 5day working company #9spl   #Ahmedabad.Send your resume to career 9spl.com or give a quick call on +91 79 4892 3499.#jobopeningforiOSdevelopers #careerforiosdevelopers https://t.co/NTJyeAVG,bore
5575," #45:  Alison Lewis ed ""  Andrew__Kennedy: I'm getting a little bored with LibDems claiming their ""success"" is reflective of a ""mass anti Brexit movement"". The r…""",bore,sad,  Andrew__Kennedy: I'm getting a little bored with LibDems claiming their ,bore
5576," #46:  AL| unf spree📌 ed ""Post selca on selca day plz :( — I joined like 3 times alr yall must be bored of me https://t.co/rytYd3QfiU""",bore,sad,Post selca on selca day plz :( — I joined like 3 times alr yall must be bored of me https://t.co/rytYd3QfiU,bore
5577," #47:  chauncyBOT ed ""I made top 10 in crazy taxi if anyone is bored.""",bore,sad,I made top 10 in crazy taxi if anyone is bored.,bore
5578," #48:  𝓪𝓷𝓲𝓴𝓪𝓪𝓪𝓪 ed ""hirap pag laging bored https://t.co/DE6mRmotP8""",bore,sad,hirap pag laging bored https://t.co/DE6mRmotP8,bore
5579," #49:  elissa palumbo ed ""  pant_leg: me: omg i’m so bored i have nothing to do!!my many tasks: heyme: SO BOredtasks:me:tasks:me:........bored""",bore,sad,  pant_leg: me: omg i’m so bored i have nothing to do!!my many tasks: heyme: SO BOredtasks:me:tasks:me:........bored,bore
5580," #50:  Jamie Tan ed ""Miss mo lang ako kasi Bored ka. 👋😅😉😊😁👏""",bore,sad,Miss mo lang ako kasi Bored ka. 👋😅😉😊😁👏,bore
5581," #51:  KarlPilkingtonQuotes ed ""Can you believe it?! [Bees] are bored of making honey and are now getting positions in the bomb squad.""",bore,sad,Can you believe it?! [Bees] are bored of making honey and are now getting positions in the bomb squad.,bore
5582," #52:  ًَ ed ""  yassirjadain: I got bored https://t.co/YQlXW4Ozcy""",bore,sad,  yassirjadain: I got bored https://t.co/YQlXW4Ozcy,bore
5583," #53:  Carlo ed ""Minsan gusto ka lang nila kausap pag bored sila 🙄""",bore,sad,Minsan gusto ka lang nila kausap pag bored sila 🙄,bore
5584," #54:  . ed ""hi bored, i'm karl marx — hi sir kamusta ka naman https://t.co/KRw4XovV8V""",bore,sad,"hi bored, i'm karl marx — hi sir kamusta ka naman https://t.co/KRw4XovV8V",bore
5585," #55:  WriSonic 🇬🇧 ed ""  Andrew__Kennedy: I'm getting a little bored with LibDems claiming their ""success"" is reflective of a ""mass anti Brexit movement"". The r…""",bore,sad,  Andrew__Kennedy: I'm getting a little bored with LibDems claiming their ,bore
5586," #56:  eunice ed ""so i was so f bored just now and i saw a temporary tattoo in my bag, i cut a small black butterfly out of it and paste it on the side of my middle finger and FUCK I LOVE IT 🥺HOW I WISH I CAN HAVE PERMANENT TATTOO ALREADY 😩😭""",bore,sad,"so i was so f bored just now and i saw a temporary tattoo in my bag, i cut a small black butterfly out of it and paste it on the side of my middle finger and FUCK I LOVE IT 🥺HOW I WISH I CAN HAVE PERMANENT TATTOO ALREADY 😩😭",bore
5587," #57:  Carmen Belcher ed ""The fact that I didn’t go to any Met afterpaies proves that I am maturing or bored with NYC nightlife. https://t.co/TytsMAfCYe""",bore,sad,The fact that I didn’t go to any Met afterpaies proves that I am maturing or bored with NYC nightlife. https://t.co/TytsMAfCYe,bore
5588," #58:  COWLOS i love dr. strange ed ""Ask meeee hehehe kahit ano bored akooo hueheu https://t.co/Ycmq1WJO5T""",bore,sad,Ask meeee hehehe kahit ano bored akooo hueheu https://t.co/Ycmq1WJO5T,bore
5589," #59:  صليحة🇲🇦 ed ""  SamUOENO: On my way to annoy my mum when I’m bored https://t.co/7Si6FlG7xk""",bore,sad,  SamUOENO: On my way to annoy my mum when I’m bored https://t.co/7Si6FlG7xk,bore
5590," #60:  petal ed ""Constant cycle or deactivating and then getting bored and reactivating ugh""",bore,sad,Constant cycle or deactivating and then getting bored and reactivating ugh,bore
5591," #61:  Halal Jolson 🕷️ 🏴󠁧󠁢󠁳󠁣󠁴󠁿 ed ""  scotgp: We launched our #EUElections2019 manifesto in Glasgow this morning. Check it out 👉 https://t.co/D972gF3VLh #GreenWave #VoteGr…""",bore,sad,  scotgp: We launched our #EUElections2019 manifesto in Glasgow this morning. Check it out 👉 https://t.co/D972gF3VLh #GreenWave #VoteGr…,bore
5592," #62:  Jonathan Ramirez ed ""  SavageMemeHUB: On one:Me in bed when I’m bored:  https://t.co/lQ1s4EpusH""",bore,sad,  SavageMemeHUB: On one:Me in bed when I’m bored:  https://t.co/lQ1s4EpusH,bore
5593," #1:  Huzaifa Naveed 🇵🇰 ed ""  NosheenSeher: Don’t write what you know—what you know may bore you, and thus bore your readers. Write about what interests you—and inte…""",bore,sad,"  NosheenSeher: Don’t write what you know—what you know may bore you, and thus bore your readers. Write about what interests you—and inte…",bore
5594," #2:  KB Mulawin GING-GING ed ""  bbmaraguinot1: Ang dami mong daldal Astrid, i'm getting bore d#DLTamangHinala""",bore,sad,"  bbmaraguinot1: Ang dami mong daldal Astrid, i'm getting bore d#DLTamangHinala",bore
5595," #3:  Atomic Blonde ed ""Thomas, you bore us and Hope. You're looking for babysitter you can find somewhere else  BandB_CBS Ridge reveals to Brooke what Thomas’ intentions are for Hope today on #BoldandBeautiful. https://t.co/Ms4odfHi6c""",bore,sad,"Thomas, you bore us and Hope. You're looking for babysitter you can find somewhere else  BandB_CBS Ridge reveals to Brooke what Thomas’ intentions are for Hope today on #BoldandBeautiful. https://t.co/Ms4odfHi6c",bore
5596," #4:  Kojo Aryee ed "" Chico_Arde 😂 😂 😂... Then ma brain bost waaLike if ibi one p3 i go barb. But 4 di333Herh. Na i bore waaa""",bore,sad, Chico_Arde 😂 😂 😂... Then ma brain bost waaLike if ibi one p3 i go barb. But 4 di333Herh. Na i bore waaa,bore
5597," #5:  Dariush Heravi ed ""Man ya’ll bore me... paint drying""",bore,sad,Man ya’ll bore me... paint drying,bore
5598," #6:  Lelethu Yeki ed ""  Zuryism: Tiffany Haddish is such a bore. She has no tact or timing. Her uncouthness masked as care free blackness is getting TIRING.""",bore,sad,  Zuryism: Tiffany Haddish is such a bore. She has no tact or timing. Her uncouthness masked as care free blackness is getting TIRING.,bore
5599," #7:  名も無きもの🐹🧡 ed ""さゆりんの自己紹介あんな長いんだっけ""",bore,sad,さゆりんの自己紹介あんな長いんだっけ,bore
5600," #8:  H. ed ""Tiffany Haddish dey bore pass""",bore,sad,Tiffany Haddish dey bore pass,bore
5601," #9:  Griffin Scopo 754EM ed "" fxbellamy  RenaudMuselier  brunogilles13  MaineVassal  jcgaudin  Boualemsarah  Patrick_BORE  laurentwauquiez Attention, il ne fallait suout pas s'en prendre au pauvre Orban... qui lui ne soutien absolument pas les droites refusant les extrêmes droites... Mais n'oubliez pas, c'est le ""méchant"" Macron et les ""gentils"" Orban et Salvini... https://t.co/4I03XUXheI""",bore,sad," fxbellamy  RenaudMuselier  brunogilles13  MaineVassal  jcgaudin  Boualemsarah  Patrick_BORE  laurentwauquiez Attention, il ne fallait suout pas s'en prendre au pauvre Orban... qui lui ne soutien absolument pas les droites refusant les extrêmes droites... Mais n'oubliez pas, c'est le ",bore
5602," #10:  Nungua Thanos ed "" HesNanaYaw  kwadwosheldon Hurh I swear it dey bore me pass pass!!!!""",bore,sad, HesNanaYaw  kwadwosheldon Hurh I swear it dey bore me pass pass!!!!,bore
5603," #11:  hier Namen einfügen 努美仁久 ed "" runonrunon  FixeIPixeI Die Aufklärung. OK, die ist eigentlich preussisch, aber wäre etwas, was sich gelohnt hätte in einem deutschen We adaptie zu werden. Also, so gesehen, eher undeutsch, denn der mag ja lieber, wenn ihm das Denken abgenommen wird. Ich komm nochmal rein:Die Aufklärung!""",bore,sad," runonrunon  FixeIPixeI Die Aufklärung. OK, die ist eigentlich preussisch, aber wäre etwas, was sich gelohnt hätte in einem deutschen We adaptie zu werden. Also, so gesehen, eher undeutsch, denn der mag ja lieber, wenn ihm das Denken abgenommen wird. Ich komm nochmal rein:Die Aufklärung!",bore
5604," #12:  KAN ed "" thelond0ner  Frimp_ Yooo we no bore...abi them say make I commot so me too I commot""",bore,sad, thelond0ner  Frimp_ Yooo we no bore...abi them say make I commot so me too I commot,bore
5605," #13:  Ben West ed "" jmurphy7411  Starbucks  bore_acaaay Looks like Pepto...""",bore,sad, jmurphy7411  Starbucks  bore_acaaay Looks like Pepto...,bore
5606," #14:  Juye ed "" Yash_Dasgupta Ei koek din same same dress a pic dekhe bore hoa gechilam...aaj darun lagche onno rokom 😊😊😊""",bore,sad, Yash_Dasgupta Ei koek din same same dress a pic dekhe bore hoa gechilam...aaj darun lagche onno rokom 😊😊😊,bore
5607," #15:  Nev Irene Akridge ed ""#WritingCommunity think all of us #writers #authors sometimes think this 🤔 Hello 👋🏼 unfollower my old friend...You come to #follow and #unfollow me...Are you just a tease or did my s bore thee?Or are we just a number for your #online popularity?#vss365 #wip https://t.co/tC4AfWuvGC""",bore,sad,#WritingCommunity think all of us #writers #authors sometimes think this 🤔 Hello 👋🏼 unfollower my old friend...You come to #follow and #unfollow me...Are you just a tease or did my s bore thee?Or are we just a number for your #online popularity?#vss365 #wip https://t.co/tC4AfWuvGC,bore
5608," #16:  PoeRavenBot ed ""Darkness there and nothing more Not the least obeisance made he not a minute stopped or stayed he Though its answer little meaning --- little relevancy bore Leave my loneliness unbroken! --- quit the bust above my door!""",bore,sad,Darkness there and nothing more Not the least obeisance made he not a minute stopped or stayed he Though its answer little meaning --- little relevancy bore Leave my loneliness unbroken! --- quit the bust above my door!,bore
5609," #17:  Veljko Milisavljevic ed "" MilanSremac imam informacije iz prve ruke da se samo oni bore protiv korupcije""",bore,sad, MilanSremac imam informacije iz prve ruke da se samo oni bore protiv korupcije,bore
5610," #18:  puss in cahoots ed "" loganowens410 Go enjoy seven dwarfs bore train and let the adults have some fun. You unfounately don’t have a leg to stand on, Universal are about to move the needle again come June 13th. And Disney will play catch up .... again.""",bore,sad," loganowens410 Go enjoy seven dwarfs bore train and let the adults have some fun. You unfounately don’t have a leg to stand on, Universal are about to move the needle again come June 13th. And Disney will play catch up .... again.",bore
5611," #19:  hier Namen einfügen 努美仁久 ed ""Brauche Mut für Prophylaxe-Termin. Alles in mir will da nicht hin. ""Sind sie außer Gefahr?""""",bore,sad,Brauche Mut für Prophylaxe-Termin. Alles in mir will da nicht hin. ,bore
5612," #20:  Syed Muhammad Taha ed ""  NosheenSeher: Don’t write what you know—what you know may bore you, and thus bore your readers. Write about what interests you—and inte…""",bore,sad,"  NosheenSeher: Don’t write what you know—what you know may bore you, and thus bore your readers. Write about what interests you—and inte…",bore
5613," #21:  Steven ed ""🤮 bore off https://t.co/x1YynRNR5k""",bore,sad,🤮 bore off https://t.co/x1YynRNR5k,bore
5614," #22:  brabbeltinnba ed "" No_Bore_Dom  vonNordenher https://t.co/8QsTl39k4B""",bore,sad, No_Bore_Dom  vonNordenher https://t.co/8QsTl39k4B,bore
5615," #23:  Cymru Nerd Cave ed ""So many people feeling the need to tell us all they don't give a fuck about the royal sprog. You're not being edgy, you're just being dumb. Like the people who vote ""Don't Care"" in phone votes. Bore off.""",bore,sad,"So many people feeling the need to tell us all they don't give a fuck about the royal sprog. You're not being edgy, you're just being dumb. Like the people who vote ",bore
5616," #24:  hier Namen einfügen 努美仁久 ed "" Herinnba  vonNordenher Hallo König Brabbelba, wie geht es Euer Majestät heut´ ?""",bore,sad," Herinnba  vonNordenher Hallo König Brabbelba, wie geht es Euer Majestät heut´ ?",bore
5617," #25:  Hatchiana ed ""Nicki ah gi up har points dem one by one. That outfit was such a bore.""",bore,sad,Nicki ah gi up har points dem one by one. That outfit was such a bore.,bore
5618," #26:  Teddy MonnaWame ed "" IECSouthAfrica  ReginaldMtshali  AndiMakinana Did IEC jail or fine  djsbu of the  MYANC🙄🙄🙄. Dont bore us IEC""",bore,sad, IECSouthAfrica  ReginaldMtshali  AndiMakinana Did IEC jail or fine  djsbu of the  MYANC🙄🙄🙄. Dont bore us IEC,bore
5619," #27:  Kyeremateng ed "" olubowaleronald go bore ooo https://t.co/Lr7x7JI4Cx""",bore,sad, olubowaleronald go bore ooo https://t.co/Lr7x7JI4Cx,bore
5620," #28:  ぱるたむ ed "" hitoyomi_bore_  tg_nachusavon 今フジでやってる番組😂""",bore,sad, hitoyomi_bore_  tg_nachusavon 今フジでやってる番組😂,bore
5621," #29:  REVELASHING ed ""To him who bore testimony to your servants the full number of our brothers and a golden altar that in a new song except the""",bore,sad,To him who bore testimony to your servants the full number of our brothers and a golden altar that in a new song except the,bore
5622," #30:  にとろん 5/25-26 立川ミニミリ出店(*⁰▿⁰*)b ed ""今更、話をしていた方がblack boreのマスターさんだということに気がついた_:(´ཀ`」 ∠):行きたいけどいけなぃぃぃ...ぐぅぅ""",bore,sad,今更、話をしていた方がblack boreのマスターさんだということに気がついた_:(´ཀ`」 ∠):行きたいけどいけなぃぃぃ...ぐぅぅ,bore
